Date,Open,High,Low,Close,Adj Close,Volume
2016-06-08,210.149994,211.899994,207.550003,210.699997,208.811615,35163093
2016-06-09,210.000000,212.800003,208.300003,209.949997,208.068329,27858182
2016-06-10,209.350006,211.500000,205.300003,205.949997,204.104187,25598224
2016-06-13,201.500000,202.600006,200.199997,201.800003,199.991379,21192525
2016-06-14,204.350006,208.600006,203.800003,207.699997,205.838501,23918910
2016-06-15,209.750000,217.550003,208.550003,216.050003,214.113663,48362742
2016-06-16,216.000000,218.500000,213.050003,216.000000,214.064117,48122379
2016-06-17,216.750000,217.500000,211.600006,213.449997,211.536957,26486677
2016-06-20,208.000000,216.699997,207.899994,215.899994,213.964996,32633757
2016-06-21,215.000000,217.500000,213.149994,214.000000,212.082031,18960306
2016-06-22,214.000000,215.250000,211.449997,212.899994,210.991882,16395548
2016-06-23,213.000000,218.000000,212.750000,217.550003,215.600220,20666649
2016-06-24,205.899994,212.350006,202.500000,211.250000,209.356689,47224652
2016-06-27,210.800003,218.850006,210.550003,217.149994,215.203796,29021651
2016-06-28,216.750000,218.649994,215.399994,215.899994,213.964996,21784062
2016-06-29,217.899994,218.800003,216.100006,217.199997,215.253357,18019568
2016-06-30,220.000000,221.899994,217.899994,218.800003,216.839020,30600995
2016-07-01,220.800003,221.000000,218.899994,219.600006,217.631851,15346865
2016-07-04,222.350006,224.350006,222.000000,223.000000,221.001373,16534518
2016-07-05,223.250000,225.149994,221.550003,223.500000,221.496887,15357018
2016-07-07,223.500000,224.600006,219.350006,220.050003,218.077820,12917872
2016-07-08,220.149994,220.850006,216.500000,218.300003,216.343506,16017389
2016-07-11,223.600006,225.449997,222.000000,224.699997,222.686127,15831791
2016-07-12,225.000000,227.199997,224.149994,226.699997,224.668213,19374179
2016-07-13,227.000000,228.500000,223.949997,227.699997,225.659241,18377333
2016-07-14,227.000000,232.850006,226.000000,232.000000,229.920715,21208021
2016-07-15,232.899994,234.399994,230.800003,231.500000,229.425186,15068302
2016-07-18,232.399994,233.850006,228.199997,228.750000,226.699844,11816985
2016-07-19,230.000000,232.149994,227.000000,229.600006,227.542221,19767339
2016-07-20,230.649994,232.750000,229.199997,231.149994,229.078323,18051608
2016-07-21,231.649994,232.100006,224.399994,225.649994,223.627609,13306837
2016-07-22,225.399994,225.899994,222.100006,223.500000,221.496887,12341622
2016-07-25,223.000000,231.000000,222.699997,229.899994,227.839523,18427070
2016-07-26,230.000000,232.199997,225.899994,226.699997,224.668213,14162638
2016-07-27,227.750000,231.000000,226.800003,229.250000,227.195358,17626617
2016-07-28,230.149994,235.149994,229.300003,231.000000,228.929672,26838284
2016-07-29,230.000000,232.699997,228.399994,229.399994,227.344009,15577230
2016-08-01,230.800003,232.649994,225.300003,227.300003,225.262833,16071228
2016-08-02,229.300003,230.899994,227.300003,228.050003,226.006119,16145066
2016-08-03,228.500000,230.500000,225.800003,226.649994,224.618652,14838944
2016-08-04,228.449997,228.699997,223.199997,225.649994,223.627609,17810908
2016-08-05,227.350006,233.899994,226.899994,232.750000,230.663986,21264296
2016-08-08,233.949997,235.899994,231.699997,233.250000,231.159515,16972827
2016-08-09,234.250000,238.000000,232.649994,235.149994,233.042480,19854185
2016-08-10,236.750000,236.899994,231.050003,231.500000,229.425186,16279843
2016-08-11,231.500000,231.600006,226.100006,227.149994,225.114166,16673286
2016-08-12,227.000000,247.949997,224.399994,243.300003,241.119446,86616475
2016-08-16,243.300003,247.899994,242.649994,246.750000,244.538513,27709873
2016-08-17,246.449997,249.800003,244.300003,246.250000,244.042999,18294050
2016-08-18,246.899994,250.399994,246.550003,248.399994,246.173721,14314950
2016-08-19,255.000000,260.000000,253.500000,258.500000,256.183197,39822529
2016-08-22,259.799988,260.399994,254.000000,254.800003,252.516373,19769886
2016-08-23,254.899994,255.800003,251.000000,254.750000,252.466812,17583721
2016-08-24,254.949997,256.200012,253.500000,254.399994,252.119949,11560293
2016-08-25,254.899994,255.550003,248.600006,250.149994,247.908035,21230706
2016-08-26,250.300003,250.699997,245.850006,246.600006,244.389862,16531983
2016-08-29,245.850006,249.850006,244.250000,249.050003,246.817902,11786129
2016-08-30,250.149994,252.899994,249.800003,252.250000,249.989227,15323228
2016-08-31,253.250000,255.800003,251.199997,252.500000,250.236984,15601566
2016-09-01,251.949997,254.850006,251.149994,252.000000,249.741455,12175873
2016-09-02,252.000000,255.199997,251.649994,254.600006,252.318161,11380257
2016-09-06,254.600006,261.500000,254.600006,260.100006,257.768860,16620963
2016-09-07,262.899994,270.299988,260.399994,266.799988,264.408813,30862337
2016-09-08,268.000000,271.600006,266.899994,268.350006,265.944946,14339143
2016-09-09,268.399994,268.399994,263.350006,264.100006,261.733032,11455826
2016-09-12,257.500000,258.750000,251.800003,252.750000,250.484741,18989750
2016-09-14,252.750000,258.000000,252.750000,257.549988,255.241714,12754966
2016-09-15,258.350006,258.350006,254.199997,256.000000,253.705612,7783662
2016-09-16,257.950012,262.000000,253.399994,254.300003,252.020859,18013477
2016-09-19,256.000000,258.299988,255.199997,255.649994,253.358749,11433295
2016-09-20,256.399994,256.399994,253.649994,254.449997,252.169495,9914599
2016-09-21,254.500000,256.250000,250.649994,251.149994,248.899078,12817180
2016-09-22,257.899994,258.450012,255.100006,257.899994,255.588577,20797370
2016-09-23,258.799988,258.799988,253.800003,254.550003,252.268616,12730223
2016-09-26,253.949997,254.449997,250.649994,251.649994,249.394592,8800173
2016-09-27,253.149994,253.899994,248.300003,249.000000,246.768356,11345387
2016-09-28,250.000000,255.800003,248.050003,253.750000,251.475784,17277539
2016-09-29,255.000000,256.750000,243.500000,247.250000,245.034027,27870695
2016-09-30,246.850006,252.500000,245.800003,251.250000,248.998184,14826293
2016-10-03,253.000000,256.649994,252.649994,255.300003,253.011887,9314647
2016-10-04,255.800003,262.000000,253.800003,259.750000,257.421997,21532806
2016-10-05,262.000000,264.899994,259.549988,260.850006,258.512146,20868556
2016-10-06,261.350006,262.000000,255.649994,256.799988,254.498428,11081154
2016-10-07,257.250000,259.899994,255.250000,258.700012,256.381439,11934100
2016-10-10,259.350006,260.299988,256.049988,256.600006,254.300247,9399844
2016-10-13,256.600006,256.600006,245.850006,249.649994,247.412521,18050638
2016-10-14,251.000000,253.550003,249.100006,252.100006,249.840576,12133951
2016-10-17,253.750000,256.450012,252.000000,253.199997,250.930710,16865537
2016-10-18,254.899994,257.700012,253.800003,256.899994,254.597534,20218355
2016-10-19,258.000000,258.000000,254.850006,255.399994,253.110977,9546481
2016-10-20,255.699997,260.899994,255.300003,260.200012,257.867981,14179531
2016-10-21,259.750000,259.750000,256.100006,258.500000,256.183197,8833390
2016-10-24,259.299988,264.899994,259.299988,262.950012,260.593323,14483254
2016-10-25,264.000000,264.549988,260.750000,261.450012,259.106781,9079178
2016-10-26,260.399994,264.850006,256.799988,258.750000,256.430969,15020687
2016-10-27,258.000000,258.100006,254.300003,255.399994,253.110977,10938008
2016-10-28,255.899994,258.799988,254.000000,258.000000,255.687683,11430184
2016-11-01,258.000000,260.899994,256.500000,258.950012,256.629181,10000632
2016-11-02,254.100006,256.000000,250.550003,251.050003,248.799973,13716294
2016-11-03,251.149994,252.800003,244.850006,245.649994,243.448364,12902390
2016-11-04,246.250000,247.399994,240.300003,242.850006,240.673477,12657669
2016-11-07,248.000000,253.899994,245.500000,252.699997,250.435181,11224419
2016-11-08,253.699997,254.100006,248.649994,252.649994,250.385635,9367228
2016-11-09,235.000000,261.049988,235.000000,260.000000,257.669769,31761606
2016-11-10,267.000000,284.200012,265.250000,281.299988,278.778839,50227559
2016-11-11,278.750000,288.799988,270.500000,273.000000,270.553253,57937113
2016-11-15,273.000000,283.450012,270.700012,278.200012,275.706665,48658808
2016-11-16,284.000000,284.799988,276.149994,277.200012,274.715607,27532708
2016-11-17,278.000000,282.200012,275.600006,277.450012,274.963379,19500760
2016-11-18,278.149994,280.000000,274.850006,275.799988,273.328156,13389671
2016-11-21,277.149994,277.600006,255.850006,257.350006,255.043518,26002028
2016-11-22,260.799988,262.649994,251.149994,257.350006,255.043518,25631435
2016-11-23,259.799988,260.350006,254.750000,258.649994,256.331848,16190033
2016-11-24,257.799988,263.000000,254.550003,261.750000,259.404083,28927720
2016-11-25,263.500000,264.500000,258.350006,260.950012,258.611267,19303589
2016-11-28,253.449997,257.750000,248.000000,253.550003,251.277573,22315183
2016-11-29,254.250000,256.500000,252.000000,252.699997,250.435181,12656706
2016-11-30,254.000000,260.149994,252.699997,258.350006,256.034546,16501691
2016-12-01,259.649994,261.000000,254.649994,255.649994,253.358749,12986151
2016-12-02,253.949997,261.399994,253.000000,254.100006,251.822647,21139754
2016-12-05,254.399994,257.799988,253.199997,256.899994,254.597534,8406973
2016-12-06,258.500000,260.149994,256.350006,259.100006,256.777832,10048459
2016-12-07,260.350006,262.750000,251.649994,255.600006,253.309204,22193202
2016-12-08,258.450012,260.500000,258.049988,259.899994,257.570648,9047721
2016-12-09,260.799988,267.200012,258.799988,266.649994,264.260162,16004173
2016-12-12,268.899994,269.350006,262.299988,263.649994,261.287048,14296268
2016-12-13,264.899994,266.750000,261.549988,266.149994,263.764648,9084137
2016-12-14,266.000000,266.250000,262.299988,262.899994,260.543762,8672531
2016-12-15,259.899994,267.500000,259.000000,265.399994,263.021362,12274497
2016-12-16,266.350006,266.350006,263.049988,264.750000,262.377197,11017555
2016-12-19,263.350006,264.500000,260.850006,261.350006,259.007660,8371299
2016-12-20,261.850006,262.899994,253.250000,254.550003,252.268616,12765309
2016-12-21,256.100006,258.000000,254.100006,255.350006,253.061447,8778450
2016-12-22,254.250000,254.250000,248.350006,249.800003,247.561188,12981595
2016-12-23,249.750000,251.800003,247.800003,249.149994,246.916992,10557157
2016-12-26,248.000000,248.300003,243.600006,244.199997,242.011368,8592983
2016-12-27,244.600006,249.949997,243.100006,248.750000,246.520584,8756536
2016-12-28,249.250000,252.500000,247.149994,247.750000,245.529556,11747088
2016-12-29,247.649994,248.850006,245.500000,247.649994,245.430435,10658616
2016-12-30,247.750000,252.300003,247.250000,250.199997,247.957596,10538497
2017-01-02,252.500000,253.649994,242.600006,243.600006,241.416748,25988990
2017-01-03,244.000000,246.399994,241.100006,244.899994,242.705093,15963085
2017-01-04,245.800003,246.399994,242.199997,242.899994,240.723007,11225978
2017-01-05,245.000000,245.899994,243.699997,245.350006,243.151062,11970913
2017-01-06,246.000000,249.000000,245.500000,245.899994,243.696121,12354302
2017-01-09,246.399994,248.350006,246.000000,247.050003,244.835831,8329253
2017-01-10,247.699997,249.000000,246.399994,248.300003,246.074631,9352013
2017-01-11,249.649994,253.199997,249.000000,252.149994,249.890106,13415303
2017-01-12,252.899994,254.449997,250.550003,251.250000,248.998184,11282323
2017-01-13,252.000000,252.600006,249.100006,250.899994,248.651321,9333736
2017-01-16,251.050003,256.399994,250.699997,255.750000,253.457855,13234727
2017-01-17,257.450012,258.649994,254.399994,256.000000,253.705612,9480201
2017-01-18,257.100006,259.299988,256.600006,258.350006,256.034546,8048897
2017-01-19,257.200012,262.000000,256.500000,258.399994,256.084106,13029151
2017-01-20,258.500000,260.500000,250.300003,251.050003,248.799973,15341756
2017-01-23,251.000000,255.199997,250.100006,254.149994,251.872192,9339939
2017-01-24,255.100006,257.000000,254.000000,254.899994,252.615463,13540202
2017-01-25,255.550003,261.000000,254.199997,259.200012,256.876953,16343545
2017-01-27,259.200012,268.200012,259.200012,266.450012,264.061981,18039379
2017-01-30,265.850006,267.899994,263.399994,263.950012,261.584381,11884795
2017-01-31,261.149994,263.850006,259.649994,260.350006,258.016632,8899165
2017-02-01,262.000000,271.899994,261.600006,270.700012,268.273865,27253142
2017-02-02,271.850006,275.000000,268.700012,273.299988,270.850555,20139955
2017-02-03,273.000000,278.549988,272.000000,277.549988,275.062469,15366890
2017-02-06,280.000000,282.500000,276.000000,277.049988,274.566956,14725291
2017-02-07,277.850006,280.000000,276.299988,277.899994,275.409332,10981984
2017-02-08,278.100006,279.250000,272.600006,277.200012,274.715607,13622088
2017-02-09,278.799988,280.299988,270.850006,275.850006,273.377716,16080181
2017-02-10,278.750000,282.799988,275.000000,276.350006,273.873230,37580487
2017-02-13,277.799988,278.250000,270.200012,271.649994,269.215332,19853043
2017-02-14,272.000000,273.000000,268.100006,270.200012,267.778351,13306738
2017-02-15,270.950012,272.500000,267.049988,268.950012,266.539551,12201568
2017-02-16,277.000000,277.000000,269.649994,270.500000,268.075653,21794688
2017-02-17,271.149994,273.649994,267.700012,269.350006,266.935974,17830528
2017-02-20,269.899994,271.549988,268.000000,269.649994,267.233276,9229363
2017-02-21,270.000000,271.500000,268.649994,270.700012,268.273865,7754157
2017-02-22,271.899994,274.700012,269.500000,272.299988,269.859497,12617613
2017-02-23,271.700012,273.000000,269.600006,270.450012,268.026123,13146194
2017-02-27,270.450012,271.450012,267.600006,268.250000,265.845825,9645350
2017-02-28,268.899994,271.250000,268.000000,269.200012,266.787323,7941592
2017-03-01,270.000000,273.299988,269.799988,271.750000,269.314453,7656892
2017-03-02,273.000000,274.700012,266.500000,267.299988,264.904327,14220808
2017-03-03,266.250000,268.899994,264.250000,265.049988,262.674500,10120034
2017-03-06,266.600006,270.350006,266.350006,269.850006,267.431488,9515073
2017-03-07,270.799988,270.899994,266.399994,267.799988,265.399841,11599142
2017-03-08,267.799988,270.299988,266.000000,269.899994,267.481018,9122987
2017-03-09,269.000000,273.899994,268.399994,273.250000,270.800995,15594429
2017-03-10,274.500000,275.549988,269.500000,272.049988,269.611755,9557026
2017-03-14,272.049988,278.399994,272.049988,274.649994,272.188446,15734886
2017-03-15,272.649994,280.500000,272.649994,277.350006,274.864258,20055974
2017-03-16,278.000000,280.200012,276.049988,279.299988,276.796783,18005184
2017-03-17,279.450012,279.500000,273.500000,274.149994,271.692932,14265642
2017-03-20,274.750000,274.750000,271.799988,273.899994,271.445190,9678185
2017-03-21,274.399994,277.049988,270.149994,272.350006,269.909088,11898233
2017-03-22,270.299988,271.000000,266.799988,267.500000,265.102539,9887203
2017-03-23,269.000000,269.399994,266.700012,268.500000,266.093567,7998170
2017-03-24,269.500000,278.950012,268.649994,276.500000,274.021881,20133467
2017-03-27,276.000000,280.799988,275.200012,279.450012,276.945465,15966114
2017-03-28,280.649994,282.899994,278.500000,282.100006,279.571686,18673371
2017-03-29,283.149994,289.899994,283.149994,288.450012,285.864807,31008407
2017-03-30,289.000000,293.750000,288.850006,291.049988,288.441467,19683170
2017-03-31,292.000000,295.000000,288.500000,293.399994,290.770416,20185269
2017-04-03,294.799988,295.700012,292.200012,293.149994,290.522644,10509610
2017-04-05,293.149994,298.750000,289.649994,297.350006,294.685028,21936647
2017-04-06,295.450012,297.549988,291.450012,292.850006,290.225342,18413111
2017-04-07,291.700012,294.799988,287.649994,289.450012,286.855835,10765502
2017-04-10,289.799988,290.350006,286.549988,289.350006,286.756714,10307875
2017-04-11,289.299988,295.149994,288.799988,294.500000,291.860565,11682024
2017-04-12,294.000000,295.450012,289.100006,290.149994,287.549530,13251421
2017-04-13,290.250000,293.100006,290.000000,291.549988,288.936981,9944020
2017-04-17,291.549988,292.750000,288.500000,289.899994,287.301788,8146800
2017-04-18,291.049988,296.899994,288.399994,290.299988,287.698181,13457050
2017-04-19,291.549988,291.750000,282.899994,284.049988,281.504211,18149995
2017-04-20,283.899994,286.899994,282.200012,284.799988,282.247467,14514929
2017-04-21,287.000000,287.000000,279.250000,282.200012,279.670807,12042308
2017-04-24,283.250000,287.850006,280.899994,286.049988,283.486267,10077853
2017-04-25,287.500000,288.799988,285.000000,286.049988,283.486267,11531902
2017-04-26,287.100006,289.500000,283.350006,286.450012,283.882721,13836891
2017-04-27,286.450012,287.950012,281.049988,282.049988,279.522125,22622372
2017-04-28,283.000000,290.750000,282.500000,289.750000,287.153137,14152004
2017-05-02,289.750000,292.500000,287.100006,288.299988,285.716125,9754789
2017-05-03,289.399994,293.200012,285.799988,289.799988,287.202667,13950914
2017-05-04,294.000000,300.000000,293.100006,299.049988,296.369781,24534923
2017-05-05,301.000000,304.899994,292.149994,296.000000,293.347107,34756331
2017-05-08,296.100006,300.750000,293.899994,299.399994,296.716644,11560550
2017-05-09,300.899994,300.899994,295.250000,296.500000,293.842621,7843574
2017-05-10,297.000000,298.149994,293.000000,294.450012,291.811005,8699405
2017-05-11,295.899994,299.399994,294.450012,298.100006,295.428314,11934889
2017-05-12,300.000000,302.600006,296.000000,297.899994,295.230072,13376269
2017-05-15,298.399994,302.000000,297.500000,301.399994,298.698700,10383539
2017-05-16,302.000000,308.399994,299.350006,307.500000,304.744049,17533439
2017-05-17,308.000000,308.799988,305.500000,307.649994,304.892700,14120513
2017-05-18,304.850006,307.899994,302.000000,302.950012,300.234833,15471393
2017-05-19,304.450012,315.299988,302.000000,308.000000,305.239563,55250969
2017-05-22,308.950012,309.399994,293.200012,294.299988,291.662323,35771221
2017-05-23,295.000000,295.899994,287.250000,288.850006,286.261200,19846852
2017-05-24,290.049988,290.450012,281.649994,283.149994,280.612274,16435958
2017-05-25,284.149994,291.350006,283.549988,290.100006,287.500000,15018467
2017-05-26,290.500000,291.000000,285.299988,288.450012,288.450012,12304394
2017-05-29,288.899994,290.850006,283.299988,284.000000,284.000000,10619968
2017-05-30,283.399994,289.750000,281.049988,288.850006,288.850006,9643418
2017-05-31,289.000000,291.500000,287.200012,288.299988,288.299988,10697171
2017-06-01,287.950012,291.399994,284.600006,287.450012,287.450012,12186700
2017-06-02,289.899994,290.500000,286.350006,287.049988,287.049988,12004368
2017-06-05,288.049988,289.750000,286.750000,287.250000,287.250000,7917410
2017-06-06,292.000000,292.950012,286.600006,287.299988,287.299988,12346121
2017-06-07,288.200012,291.500000,287.200012,290.549988,290.549988,10864355
2017-06-08,292.000000,292.000000,287.750000,288.600006,288.600006,8370299
2017-06-09,288.299988,289.399994,285.799988,288.549988,288.549988,10804887
2017-06-12,286.750000,287.000000,284.299988,284.950012,284.950012,10326846
2017-06-13,285.399994,287.000000,283.000000,283.850006,283.850006,9171049
2017-06-14,285.899994,286.299988,282.600006,284.200012,284.200012,11566255
2017-06-15,283.850006,285.799988,281.350006,284.000000,284.000000,11925641
2017-06-16,284.700012,286.649994,283.250000,285.950012,285.950012,19246907
2017-06-19,286.600006,289.850006,285.299988,288.850006,288.850006,14848661
2017-06-20,287.600006,291.000000,285.600006,290.100006,290.100006,14927701
2017-06-21,288.250000,292.450012,288.250000,290.899994,290.899994,10537576
2017-06-22,291.250000,295.899994,291.049988,294.500000,294.500000,26110402
2017-06-23,294.750000,295.549988,287.799988,288.950012,288.950012,20648597
2017-06-27,288.950012,289.450012,276.799988,279.649994,279.649994,25523129
2017-06-28,277.600006,278.450012,273.750000,276.399994,276.399994,17241351
2017-06-29,277.149994,279.299988,271.649994,272.450012,272.450012,30457363
2017-06-30,272.000000,274.750000,269.700012,273.649994,273.649994,12235472
2017-07-03,274.100006,275.500000,272.549988,274.850006,274.850006,8951033
2017-07-04,275.000000,276.450012,272.049988,273.000000,273.000000,7856082
2017-07-05,273.899994,275.600006,272.350006,274.899994,274.899994,10048734
2017-07-06,275.049988,282.700012,274.600006,281.000000,281.000000,16115817
2017-07-07,280.600006,282.399994,279.200012,280.100006,280.100006,5914038
2017-07-10,284.100006,287.000000,283.200012,285.549988,285.549988,2095795
2017-07-11,287.500000,289.700012,283.000000,283.549988,283.549988,12400820
2017-07-12,284.700012,288.399994,283.200012,287.649994,287.649994,7524835
2017-07-13,288.899994,290.000000,286.549988,288.750000,288.750000,8434324
2017-07-14,288.799988,293.600006,287.250000,291.600006,291.600006,13750192
2017-07-17,292.799988,294.100006,289.649994,293.000000,293.000000,10549310
2017-07-18,291.850006,296.399994,290.000000,291.000000,291.000000,11913832
2017-07-19,291.500000,294.000000,291.399994,293.299988,293.299988,9006728
2017-07-20,293.000000,294.250000,290.049988,290.950012,290.950012,6256500
2017-07-21,291.049988,292.200012,288.250000,290.649994,290.649994,7266604
2017-07-24,290.799988,296.299988,290.700012,294.549988,294.549988,11195781
2017-07-25,296.000000,297.299988,294.649994,296.100006,296.100006,10846999
2017-07-26,296.250000,299.649994,295.250000,295.799988,295.799988,12527914
2017-07-27,297.000000,299.850006,296.200012,298.350006,298.350006,22286060
